2503649914,35684,36010,+,0.6,PF-R124_00000320,,Aromatic ring-cleaving dioxygenase( EC:1.14.99.- ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649915,36011,36412,-,0.65,PF-R124_00000330,,Uncharacterized conserved protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649916,36735,38042,+,0.62,PF-R124_00000340,,"citrate transporter, CitMHS family",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649917,38113,38880,+,0.6,PF-R124_00000350,,"Membrane protein TerC, possibly involved in tellurium resistance",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649918,39322,40980,+,0.63,PF-R124_00000360,,Na/Pi-cotransporter,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649919,41129,42247,-,0.63,PF-R124_00000370,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649920,42739,43767,+,0.62,PF-R124_00000380,,Protein of unknown function (DUF2914).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649921,43838,44971,+,0.64,PF-R124_00000390,,conserved hypothetical integral membrane protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649922,44968,45771,+,0.64,PF-R124_00000400,,"ABC-type transport system involved in resistance to organic solvents, ATPase component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649923,45773,46711,+,0.64,PF-R124_00000410,,"ABC-type transport system involved in resistance to organic solvents, periplasmic component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649924,46708,47334,+,0.64,PF-R124_00000420,,"ABC-type uncharacterized transport system, auxiliary component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649925,47456,48685,-,0.64,PF-R124_00000430,,"Uncharacterized membrane protein, required for spore maturation in B.subtilis.",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649926,48888,50219,-,0.6,PF-R124_00000440,,Na+/H+-dicarboxylate symporters,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649927,50922,51386,-,0.58,PF-R124_00000450,,Inhibitor of vertebrate lysozyme (Ivy).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649928,51389,51553,-,0.55,PF-R124_00000460,,Protein of unknown function (DUF1328).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649929,51626,51910,-,0.57,PF-R124_00000470,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649930,52337,53683,+,0.63,PF-R124_00000480,,"Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649931,53694,55484,+,0.62,PF-R124_00000490,,PAS domain S-box( EC:2.7.13.3 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649932,55481,57097,-,0.62,PF-R124_00000500,,Predicted signal transduction protein containing sensor and EAL domains,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649933,57171,57950,-,0.61,PF-R124_00000510,,Negative regulator of beta-lactamase expression( EC:3.5.1.28 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649934,58051,60132,-,0.64,PF-R124_00000520,,diguanylate cyclase (GGDEF) domain,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649935,60129,61007,-,0.63,PF-R124_00000530,,Metal-dependent hydrolase,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649936,61022,61663,-,0.57,PF-R124_00000540,,Protein-disulfide isomerase,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649937,61667,61837,-,0.51,PF-R124_00000550,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649938,61864,62469,-,0.6,PF-R124_00000560,,Cytochrome c553,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649939,62502,62807,-,0.59,PF-R124_00000570,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649940,62999,63649,+,0.58,PF-R124_00000580,,ribosome biogenesis GTP-binding protein YsxC/EngB,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649941,64060,66864,-,0.63,PF-R124_00000590,,DNA polymerase I( EC:2.7.7.7 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649942,66939,67235,+,0.56,PF-R124_00000600,,Protein of unknown function (DUF2782).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649943,67297,68250,+,0.63,PF-R124_00000610,,"homoserine kinase, Neisseria type( EC:2.7.1.39 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649944,68392,69312,-,0.63,PF-R124_00000620,,"ABC-type Zn2+ transport system, periplasmic component/surface adhesin",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649945,69379,69861,+,0.63,PF-R124_00000630,,Fe2+/Zn2+ uptake regulation proteins,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649946,69861,70646,+,0.66,PF-R124_00000640,,"ABC-type Mn/Zn transport systems, ATPase component( EC:3.6.3.- )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649947,70639,71427,+,0.64,PF-R124_00000650,,"ABC-type Mn2+/Zn2+ transport systems, permease components",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649948,71465,72178,+,0.63,PF-R124_00000660,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649949,72274,74415,-,0.61,PF-R124_00000670,,Catalase( EC:1.11.1.6 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649950,74676,75683,+,0.62,PF-R124_00000680,,"ABC-type metal ion transport system, ATPase component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649951,75683,76357,+,0.6,PF-R124_00000690,,"ABC-type metal ion transport system, permease component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649952,76436,77206,+,0.6,PF-R124_00000700,,"ABC-type metal ion transport system, periplasmic component/surface antigen",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649953,77380,78015,-,0.6,PF-R124_00000710,,"Uncharacterized protein SCO1/SenC/PrrC, involved in biogenesis of respiratory and photosynthetic systems",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649954,78012,78911,-,0.63,PF-R124_00000720,,protoheme IX farnesyltransferase( EC:2.5.1.- ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649955,78899,79978,-,0.65,PF-R124_00000730,,Uncharacterized protein required for cytochrome oxidase assembly,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649956,79989,80570,-,0.64,PF-R124_00000740,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649957,80548,81288,-,0.66,PF-R124_00000750,,Uncharacterized conserved protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649958,81359,81562,+,0.61,PF-R124_00000760,,Protein of unknown function (DUF2909).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649959,81570,82457,-,0.61,PF-R124_00000770,,"Heme/copper-type cytochrome/quinol oxidase, subunit 3( EC:1.9.3.1 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649960,82483,83034,-,0.6,PF-R124_00000780,,Cytochrome oxidase assembly factor,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649961,83164,84750,-,0.62,PF-R124_00000790,,"cytochrome c oxidase, subunit I( EC:1.9.3.1 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649962,84833,85960,-,0.61,PF-R124_00000800,,"cytochrome c oxidase, subunit II( EC:1.9.3.1 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649963,86330,86962,+,0.58,PF-R124_00000810,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649964,87101,88627,-,0.64,PF-R124_00000820,,Sulfate permease and related transporters (MFS superfamily),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649965,88718,89449,-,0.59,PF-R124_00000830,,Carbonic anhydrase( EC:4.2.1.1 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649966,89688,90746,-,0.63,PF-R124_00000840,,DNA repair photolyase,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649967,90821,92125,-,0.63,PF-R124_00000850,,"Cytochrome c, mono- and diheme variants",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649968,92138,93922,-,0.62,PF-R124_00000860,,Choline dehydrogenase and related flavoproteins( EC:1.1.99.3 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649969,93925,94671,-,0.62,PF-R124_00000870,,hypothetical protein( EC:1.1.99.3 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649970,95039,95623,+,0.6,PF-R124_00000880,,Protein tyrosine/serine phosphatase,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649971,95669,95953,-,0.6,PF-R124_00000890,,conserved hypothetical metal-binding protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649972,95950,98001,-,0.63,PF-R124_00000900,,Zn-dependent oligopeptidases( EC:3.4.24.70 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649973,98091,98636,+,0.64,PF-R124_00000910,,"Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649974,98665,99315,+,0.6,PF-R124_00000920,,"haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E( EC:3.1.3.18 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649975,99416,100426,-,0.63,PF-R124_00000930,,Predicted aminopeptidase,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649976,100551,100973,+,0.59,PF-R124_00000940,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649977,101014,101433,+,0.61,PF-R124_00000950,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649978,101440,101679,-,0.51,PF-R124_00000960,,Protein of unknown function (DUF1161).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649979,101893,102324,-,0.59,PF-R124_00000970,,"peroxiredoxin, OsmC subfamily",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649980,102565,103566,+,0.64,PF-R124_00000980,,"luciferase family oxidoreductase, group 1( EC:1.14.14.3 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649981,103738,103968,-,0.5,PF-R124_00000990,,Protein of unknown function (DUF1161).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649982,104093,104308,-,0.55,PF-R124_00001000,,Uncharacterized conserved protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649983,104466,104792,+,0.57,PF-R124_00001010,,Uncharacterized conserved protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649984,104765,105682,-,0.66,PF-R124_00001020,,Transcriptional regulator,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649985,105797,107029,+,0.63,PF-R124_00001030,,"tryptophan synthase, beta subunit( EC:4.2.1.20 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649986,107029,107841,+,0.63,PF-R124_00001040,,"tryptophan synthase, alpha subunit( EC:4.2.1.20 )",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649987,107963,108403,+,0.65,PF-R124_00001050,,Domain of unknown function (DUF3315).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649988,108452,110413,-,0.63,PF-R124_00001060,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649989,110410,110730,-,0.62,PF-R124_00001070,,conserverd hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649990,110774,111079,-,0.57,PF-R124_00001080,,conserverd hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649991,111188,111505,-,0.62,PF-R124_00001090,,conserverd hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649992,111640,111849,-,0.59,PF-R124_00001100,,Domain of unknown function (DUF1127).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649993,112105,112320,-,0.57,PF-R124_00001110,,Domain of unknown function (DUF1127).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649994,112642,114135,-,0.63,PF-R124_00001120,,succinate CoA transferases( EC:3.1.2.1 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649995,114350,115783,-,0.61,PF-R124_00001130,,NAD/NADP transhydrogenase beta subunit( EC:1.6.1.2 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649996,115783,116103,-,0.59,PF-R124_00001140,,hypothetical protein( EC:1.6.1.2 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649997,116119,117240,-,0.62,PF-R124_00001150,,NAD/NADP transhydrogenase alpha subunit( EC:1.6.1.2 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649998,117675,118574,-,0.6,PF-R124_00001160,,Transcriptional regulator,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503649999,118732,119913,+,0.6,PF-R124_00001170,,Acyl-CoA dehydrogenases( EC:1.3.99.7 ),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650000,119927,121147,+,0.62,PF-R124_00001180,,Predicted acyl-CoA transferases/carnitine dehydratase,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650001,123103,123312,-,0.55,PF-R124_00001190,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650002,127643,128821,-,0.57,PF-R124_00001200,,Uncharacterized iron-regulated membrane protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650003,128897,131398,-,0.6,PF-R124_00001210,,TonB-dependent siderophore receptor,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650004,131486,132487,-,0.64,PF-R124_00001220,,"Fe2+-dicitrate sensor, membrane component",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650005,132487,132987,-,0.6,PF-R124_00001230,,"RNA polymerase sigma factor, sigma-70 family",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650006,133300,135180,+,0.61,PF-R124_00001240,,Methyl-accepting chemotaxis protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650007,135327,135794,-,0.6,PF-R124_00001250,,Polyketide cyclase / dehydrase and lipid transport.,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650008,135819,139211,-,0.63,PF-R124_00001260,,amino acid adenylation domain/thioester reductase domain,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650009,139225,140154,-,0.62,PF-R124_00001270,,P-aminobenzoate N-oxygenase AurF.,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650010,140151,140927,-,0.61,PF-R124_00001280,,Protein of unknown function (DUF3050).,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650011,141695,142405,-,0.63,PF-R124_00001290,,Transcriptional regulators,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650012,142600,143292,+,0.6,PF-R124_00001300,,Predicted periplasmic protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650013,143303,143476,-,0.6,PF-R124_00001310,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650014,143844,145265,+,0.63,PF-R124_00001320,,diguanylate cyclase (GGDEF) domain,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650015,145368,145706,-,0.62,PF-R124_00001330,,hypothetical protein,Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650016,145854,161489,-,0.62,PF-R124_00001340,,type 1 secretion C-terminal target domain (VC_A0849 subclass),Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650017,161849,163201,+,0.59,PF-R124_00001350,,"type I secretion outer membrane protein, TolC family",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650018,163236,165392,+,0.63,PF-R124_00001360,,"type I secretion system ATPase, LssB family",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
2503650019,165382,166749,+,0.6,PF-R124_00001370,,"type I secretion membrane fusion protein, HlyD family",Pseudomonas fluorescens R124 : PF-R124_54dc1dca3c5436daa8e66a4cefb0d40d942c3de6
